category,source,measure,gas,unit,party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
4C11,-999,IEF,CH4,g/m2,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,BG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,FR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,GR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,HU,2.4,1.8,1,1,1,0.8,0.6228,0.4388,0.4578,0.4516,0.6444,0.4678,0.4206,0.512,0.5628,0.533,0.4824,0.5234,0.5068,0.5424,0.4,0.542,0.5918
4C121,-999,EM,CH4,Gg,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,IT,0.601346002,1.155060464,1.806251465,2.530244512,3.115918767,3.689804741,4.24450625,4.870356023,5.19298338,5.679643649,5.790312866,6.296682553,7.077983207,7.834073091,8.75703251,9.358477749,11.22554309,12.93948294,12.88096253,14.99724528,15.6922127,17.60087814,16.33836738
4C121,-999,EM,CH4,Gg,LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,PT,7.0644,6.18856,4.74488,4.08583,4.12839,5.18385,5.49808,5.86866,5.66069,5.33302,6.916186667,6.907693333,7.075506667,7.23268,8.768433333,8.737516667,8.770533333,9.173383333,9.532483333,7.9716,8.1536,8.80208,8.72872
4C121,-999,EM,CH4,Gg,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,EM,CH4,Gg,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,BG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,FR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,GR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,HU,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
4C121,-999,IEF,CH4,g/m2,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,IT,26.83865306,26.91182962,26.75633183,26.24630422,25.3957452,24.71442505,24.5436379,25.14139548,24.9123359,24.73419312,22.97031194,23.18428452,23.94074568,24.45857784,24.43568401,24.14809965,23.99994162,24.4854685,23.3602867,24.92085391,24.02237839,24.07188126,24.71820455
4C121,-999,IEF,CH4,g/m2,LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,PT,20.88576159,18.49208152,22.46841557,30.95325758,17.16514906,23.86012151,19.44295919,20.56292922,20.95,21.07329988,28.98774746,27.70168966,28.05959179,28.1898897,32.93926872,38.18677797,34.5405377,34.09799403,36.19838738,28,28,28,28
4C121,-999,IEF,CH4,g/m2,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C121,-999,IEF,CH4,g/m2,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,BG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,FR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,GR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,HU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,IT,74.45719155,70.48288539,72.58020858,75.46786208,76.86849981,75.86856318,74.1300982,72.94505515,68.31137765,66.32324095,60.46612918,59.88839355,61.44646991,62.16503489,64.28753269,60.74854806,59.00543259,59.24322967,53.11299858,59.51767102,58.84313978,56.19555188,56.66360862
4C122,-999,EM,CH4,Gg,LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,RO,2.394,1.296,0.984,0.864,0.3312,0.4464,0.612,0.288,0.1224,0.096,0.084,0.048,0.02,0.0072,0.0864,0.2808,0.4032,0.6048,0.714024,1.33,0.893016,0.912528,0.813888
4C122,-999,EM,CH4,Gg,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,EM,CH4,Gg,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,BG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,FR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,GR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,HU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,IT,34.92340596,34.88302271,34.62478112,33.97928526,34.36515014,33.82018488,33.65613876,34.17222435,33.84125919,33.52491838,30.98599502,31.44356931,32.49272192,33.07424195,33.15709307,32.79096844,32.46748823,32.96718218,31.41719489,33.38460379,32.27287872,32.4037536,33.53800232
4C122,-999,IEF,CH4,g/m2,LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,RO,6,6,6,7.2,7.2,7.2,7.2,7.2,7.2,6,6,4,4,7.2,7.2,7.2,7.2,7.2,7.2,10,7.2,7.2,7.2
4C122,-999,IEF,CH4,g/m2,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C122,-999,IEF,CH4,g/m2,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,BG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,FR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,GR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,HU,2.4,1.8,1,1,1,0.8,0.6228,0.4388,0.4578,0.4516,0.6444,0.4678,0.4206,0.512,0.5628,0.533,0.4824,0.5234,0.5068,0.5424,0.4,0.542,0.5918
4C12,-999,EM,CH4,Gg,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,IT,75.05853755,71.63794585,74.38646004,77.9981066,79.98441858,79.55836792,78.37460445,77.81541117,73.50436103,72.0028846,66.25644204,66.18507611,68.52445312,69.99910798,73.0445652,70.10702581,70.23097568,72.18271262,65.99396111,74.5149163,74.53535248,73.79643002,73.001976
4C12,-999,EM,CH4,Gg,LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,PT,7.0644,6.18856,4.74488,4.08583,4.12839,5.18385,5.49808,5.86866,5.66069,5.33302,6.916186667,6.907693333,7.075506667,7.23268,8.768433333,8.737516667,8.770533333,9.173383333,9.532483333,7.9716,8.1536,8.80208,8.72872
4C12,-999,EM,CH4,Gg,RO,2.394,1.296,0.984,0.864,0.3312,0.4464,0.612,0.288,0.1224,0.096,0.084,0.048,0.02,0.0072,0.0864,0.2808,0.4032,0.6048,0.714024,1.33,0.893016,0.912528,0.813888
4C12,-999,EM,CH4,Gg,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C12,-999,EM,CH4,Gg,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,BG,4.236,3.2812,1.81,1.2476,0.3308,0.552,1.0424,1.5176,1.6016,0.5668,1.4284,1.5588,2.0928,2.2576,2.1588,1.8732,2.0328,2.5816,2.0168,3.3246,4.79088,4.73256,3.97772
4C1,-999,EM,CH4,Gg,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,ES,10.83108,11.24652,10.28388,5.74332,7.99668,6.53424,12.61596,13.6278,13.52076,13.25856,14.04264,13.87128,13.61616,14.18532,14.71584,14.298,12.7842,12.19488,11.454,14.30424,14.6620786,14.64696,14.64696
4C1,-999,EM,CH4,Gg,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,FR,4.7776,5.019,5.611,6.071,6.438,6.052,5.4838,5.2508,4.816,4.3812,4.8616,4.6636,4.5148,4.386,4.8824,4.5044,4.3892,4.4122,4.2796,5.102,5.134,5.341,5.1416
4C1,-999,EM,CH4,Gg,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,GR,3.29034,2.95198,2.9391,4.04514,4.73596,5.22108,5.72212,5.81694,5.25016,4.6685,3.98038,4.22362,4.48268,4.51672,4.547795647,4.62,4.46,5,5.00084,5.6,5.6,5.6,5.6
4C1,-999,EM,CH4,Gg,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,HU,2.4,1.8,1,1,1,0.8,0.6228,0.4388,0.4578,0.4516,0.6444,0.4678,0.4206,0.512,0.5628,0.533,0.4824,0.5234,0.5068,0.5424,0.4,0.542,0.5918
4C1,-999,EM,CH4,Gg,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,IT,75.05853755,71.63794585,74.38646004,77.9981066,79.98441858,79.55836792,78.37460445,77.81541117,73.50436103,72.0028846,66.25644204,66.18507611,68.52445312,69.99910798,73.0445652,70.10702581,70.23097568,72.18271262,65.99396111,74.5149163,74.53535248,73.79643002,73.001976
4C1,-999,EM,CH4,Gg,LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,PT,7.0644,6.18856,4.74488,4.08583,4.12839,5.18385,5.49808,5.86866,5.66069,5.33302,6.916186667,6.907693333,7.075506667,7.23268,8.768433333,8.737516667,8.770533333,9.173383333,9.532483333,7.9716,8.1536,8.80208,8.72872
4C1,-999,EM,CH4,Gg,RO,2.394,1.296,0.984,0.864,0.3312,0.4464,0.612,0.288,0.1224,0.096,0.084,0.048,0.02,0.0072,0.0864,0.2808,0.4032,0.6048,0.714024,1.33,0.893016,0.912528,0.813888
4C1,-999,EM,CH4,Gg,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,-999,EM,CH4,Gg,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C21,-999,EM,CH4,Gg,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C21,-999,EM,CH4,Gg,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C21,-999,EM,CH4,Gg,BG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C21,-999,EM,CH4,Gg,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C21,-999,EM,CH4,Gg,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
