categorysource,measuregas,unit,party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
4ABUFF,IEFCH4,kg/head/yr,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ABUFF,IEFCH4,kg/head/yr,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ABUFF,IEFCH4,kg/head/yr,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ABUFF,IEFCH4,kg/head/yr,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ABUFF,IEFCH4,kg/head/yr,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ABUFF,IEFCH4,kg/head/yr,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ABUFF,IEFCH4,kg/head/yr,RO,91.82786748,91.82786748,91.82786748,91.82786748,91.82786748,91.82786748,91.82786748,91.82786748,91.82786748,91.82786748,91.82786748,91.82786748,91.82786748,91.82786748,91.94084417,91.15151485,90.74370771,90.83292494,91.63331781,92.15927124,93.26760854,92.48014258,93.96365268
4ABUFF,IEFCH4,kg/head/yr,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ABUFF,IEFCH4,kg/head/yr,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ABUFF,IEFCH4,kg/head/yr,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,BG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,FR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,GR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,HU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,EMCH4,Gg,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,BG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,FR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,GR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,HU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACMLL,IEFCH4,kg/head/yr,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMCH4,Gg,AT,169.0841975,166.2282983,158.8361338,158.3162344,158.5477237,161.4287673,158.6011856,155.3718244,154.1634324,153.3368469,152.6893434,150.4402299,147.4978701,145.8132138,145.9621113,143.9607385,143.6124395,143.6539017,143.801274,145.5409259,144.9994826,143.1884094,142.1448203
4ACATT,EMCH4,Gg,BE,189.5318696,188.810579,186.3607286,188.0719279,187.9236673,189.9620086,186.2148296,183.948654,181.7183633,182.0837468,177.3631541,177.9485415,171.7931482,165.8683517,164.8453941,162.34778,160.6026141,164.050159,162.2984293,162.747774,163.2212785,160.4782476,157.5279965
4ACATT,EMCH4,Gg,BG,108.3273524,103.8678157,97.29230394,83.52580996,66.62530369,54.98554777,50.84869701,49.93474557,50.10901963,54.16986536,56.68931277,50.9649629,53.24358899,55.76002919,55.16985559,53.30207401,51.99226143,48.7328763,47.9019909,45.09643826,44.79916366,45.77615781,44.27409506
4ACATT,EMCH4,Gg,CY,3.688143232,3.739308642,3.813207985,4.153892847,4.400930669,4.677267159,4.678438344,4.227542395,3.841452399,3.773181477,3.762656377,3.763546551,4.071775499,4.172167776,4.18160306,3.982739094,3.885887877,3.812562626,3.877552492,3.787452956,3.827949368,3.956816329,4.059890744
4ACATT,EMCH4,Gg,CZ,189.6107407,178.579,159.652,137.5571222,120.564465,117.6567775,116.5483562,108.3667609,101.442921,103.8551876,99.91723198,100.9555427,98.83357595,97.79772409,95.80327707,93.84299645,92.36476534,93.10850583,94.45098673,92.47098523,90.09028118,90.40471439,91.66670806
4ACATT,EMCH4,Gg,DE,1346.018902,1187.853902,1148.450587,1140.447632,1136.542359,1137.097867,1134.055564,1098.377614,1078.412335,1080.797543,1051.765687,1062.10697,1018.533874,1000.915771,971.9240447,964.3379359,940.3426043,939.251434,959.3518748,960.8860409,955.8601034,944.457311,942.6105482
4ACATT,EMCH4,Gg,DK,139.4913291,139.0851386,136.4204911,136.8831644,132.8596157,132.4277923,131.1418246,126.1538328,124.6077294,119.0452438,117.6007333,118.7779717,116.5071502,114.4544942,109.968373,109.4874691,109.4002211,112.092225,113.9893881,114.5273743,116.2663358,115.6026609,119.4229189
4ACATT,EMCH4,Gg,EE,46.31895557,43.323627,37.82738492,30.0044306,27.11840338,23.96271702,22.96566086,22.73108844,22.01966528,18.92453725,18.57029751,19.20618478,18.06211275,18.40386905,18.58977932,18.64822774,18.59739495,18.12384356,18.1734566,17.90139858,18.16556801,18.37913063,19.04657686
4ACATT,EMCH4,Gg,ES,286.93575,291.621971,278.47267,278.245057,284.542614,305.736803,316.665533,307.392727,313.714752,316.673188,315.727071,329.594865,332.509802,338.65343,331.5889903,320.8911056,317.0152691,325.375567,316.9438834,313.9492968,315.2845187,310.6667096,303.3905466
4ACATT,EMCH4,Gg,FI,48.81312537,44.75662286,42.84575729,43.42580288,43.40233484,41.8486354,41.26235671,42.05645375,41.42970555,40.9710499,41.60306523,41.23141851,41.16457721,40.20954533,39.73604067,39.18218685,38.57986696,37.59461797,36.80906401,37.23389809,37.61023645,37.07360093,36.90579383
4ACATT,EMCH4,Gg,FR,1322.405265,1301.048718,1284.521026,1273.673364,1278.870891,1287.123287,1284.617098,1270.527768,1262.922166,1263.802279,1320.270409,1323.607097,1288.644485,1249.484523,1232.472312,1229.653858,1236.018438,1250.099379,1271.577794,1257.164904,1250.35457,1231.465502,1222.951013
4ACATT,EMCH4,Gg,GB,649.539216,638.0692557,636.9963747,634.4590509,641.1028822,634.4031387,648.4746057,631.7646318,625.5939561,625.8852375,607.7564054,587.9503787,578.7012423,584.9660377,588.9171056,584.0358011,580.7259984,570.957012,558.7041927,551.9388953,559.1451977,553.6624362,548.886007
4ACATT,EMCH4,Gg,GR,44.24886716,43.50555333,42.58062809,40.42017424,39.62159666,39.64582064,40.7697343,40.54525238,41.49689609,41.31606602,40.63349872,40.18228593,41.92642087,43.40919248,44.7447881,46.06415328,45.96458995,45.33036082,44.3129652,44.55791578,44.81605991,45.17785588,44.32305124
4ACATT,EMCH4,Gg,HR,52.0790281,47.39695075,38.03381453,37.02355995,33.38563854,32.13970148,30.54554745,30.3112434,30.08658305,29.50607138,28.89956345,29.627695,28.92639566,30.42479213,30.79346424,32.3044886,33.46534276,32.70516635,31.73384504,31.26872452,30.85484589,30.57793714,30.53020618
4ACATT,EMCH4,Gg,HU,111.5042946,103.4260191,89.26008067,75.45638228,67.79960514,66.67134153,66.51493596,65.403348,64.06513424,64.24601899,61.97039539,59.57658648,58.62522105,57.08503193,54.73496699,53.83832942,52.60989729,53.22035002,53.07905589,52.75356646,52.29594338,52.65688166,55.23111902
4ACATT,EMCH4,Gg,IE,404.0555988,405.7509548,408.2905049,406.7570853,405.8144026,407.6265525,420.5975049,430.6572803,434.6048516,420.4414194,401.9883408,401.0537856,398.3537078,397.9256452,397.239739,388.6602633,391.4809036,387.7617449,388.9106956,384.5349795,376.4371497,371.9678741,386.6547661
4ACATT,EMCH4,Gg,IT,482.748606,497.820557,477.7796843,469.3345229,462.6884376,466.7548393,466.6217375,469.241895,464.2842874,467.9145623,455.510904,438.780117,425.7652442,426.1790713,414.7530656,415.8416909,401.5584211,416.3872511,411.1482495,411.1689673,396.7531441,397.8590302,402.3601558
4ACATT,EMCH4,Gg,LT,148.8512953,140.2491534,109.3505137,90.61284202,77.25727217,72.53928525,72.66431634,74.97901614,65.65113315,61.82690878,54.40337833,55.61547701,57.43711714,59.36065233,58.43871123,58.60429942,60.5929935,62.20486868,60.76374851,57.66393132,55.81195119,54.86961959,54.05226289
4ACATT,EMCH4,Gg,LU,12.23394393,12.20855669,11.70911567,11.79528528,11.68410338,12.01650825,12.17159854,11.9081003,11.77003362,11.74132748,11.5925669,11.65102467,11.30182073,10.93953036,10.8158063,10.77668485,10.68548616,11.08533136,11.33537267,11.42977127,11.64291553,11.30564024,11.07507655
4ACATT,EMCH4,Gg,LV,98.31942312,93.93052086,77.37490242,48.05428332,40.60119874,39.5853806,37.92154657,37.49943768,34.65301251,29.90513473,29.47753057,31.01898272,30.75425113,30.62705182,29.58313562,30.62252872,30.24944825,31.62817039,30.39499352,30.12494873,30.25218744,30.35262254,31.27762277
4ACATT,EMCH4,Gg,MT,1.2891,1.2891,1.2891,1.2891,1.2891,1.2891,1.2891,1.2891,1.2891,1.2891,1.387632,1.31788,1.318676,1.256684,1.339004,1.35488,1.312872,1.325556,1.23014,1.141084,1.048616,1.051568,1.077104
4ACATT,EMCH4,Gg,NL,322.7234287,329.4310745,324.5273652,316.691038,308.3836636,308.9100261,297.4246937,288.9764459,286.0904805,283.1940966,274.5931428,278.4492036,265.441454,267.0358228,267.5970656,264.33233,265.5330101,268.556859,274.6058613,276.6609757,278.5612826,274.3975919,275.6681281
4ACATT,EMCH4,Gg,PL,697.085548,617.6669981,568.712418,529.5747735,528.1173471,496.430102,486.0749287,498.2525027,482.1239595,455.6434023,423.4353366,405.7601149,394.3340686,391.9766585,382.5610596,389.9485291,399.4998885,406.4909227,410.8081285,408.4816225,409.7708808,413.9596443,420.1163451
4ACATT,EMCH4,Gg,PT,96.92265365,98.11101957,96.29387351,94.4513445,97.1928319,103.2539974,104.7260496,103.6876212,105.8580278,109.5029704,111.3353992,111.6861858,111.1823788,109.3177773,112.1771627,114.0763014,112.3078288,111.505788,113.5984358,111.0093756,110.0018064,109.6642838,109.5500177
4ACATT,EMCH4,Gg,RO,407.8149308,330.0564995,279.1270006,272.6092373,263.8178357,264.9546549,260.3315903,245.1740013,238.2015104,231.2290195,217.5114015,212.2062454,218.1177051,219.557676,212.8112258,216.8175377,221.0492811,212.8268472,202.4696096,190.5416727,153.2539154,151.3207169,152.3443559
4ACATT,EMCH4,Gg,SE,122.7664913,119.3580952,122.1701978,125.8518032,126.8976969,123.6999379,122.1556912,122.8552023,119.2883496,118.2811229,115.1710415,113.6699511,113.0280115,110.2687951,111.9621664,110.2753414,110.110405,107.5142673,106.4938767,105.6412768,104.9403794,103.9763227,102.3382101
4ACATT,EMCH4,Gg,SI,29.77155512,28.2733102,28.7786873,27.50935915,27.87249849,29.24286509,28.87797306,27.24556001,27.76959423,29.09104791,30.91501491,30.26619162,30.67846129,29.10791342,28.72599594,29.14930848,29.16215738,30.62168148,30.04987106,29.8094764,29.59463279,29.12600365,29.01079549
4ACATT,EMCH4,Gg,SK,85.8111,78.6425,68.094,59.2144,55.8373,60.0573,56.0405,49.7371,47.4892,45.2895,44.7182,46.2924,44.5761,42.5346,39.5834,40.3323,39.54919661,39.37928542,38.15157977,36.08589594,35.63000472,35.57946455,36.77585882
4ACATT,EMN2O,Gg,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,BG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,FR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,GR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,HU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMN2O,Gg,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,BG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,FR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,GR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,HU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,EMNOx,Gg,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ACATT,IEFCH4,kg/head/yr,AT,65.43723881,65.59689255,66.16173606,67.83371877,68.0895418,69.40709957,69.80842684,70.68974784,70.98806521,71.22633938,70.83882989,71.01415933,71.36043009,71.05792831,71.16662689,71.59803572,71.70157129,71.8199125,72.00111457,71.82736958,72.02148264,72.44444896,72.68537124
4ACATT,IEFCH4,kg/head/yr,BE,58.33939806,57.84343656,57.84783328,58.19818867,57.78767419,57.80539863,57.42762894,58.26516276,58.81024472,59.01903196,59.24311194,59.76953242,60.28299334,60.55777516,61.02266032,60.93904849,61.07884713,61.66921313,61.59594992,61.857081,62.12176734,62.45047942,62.9674488
4ACATT,IEFCH4,kg/head/yr,BG,67.95468976,68.51423212,70.31431753,73.13414301,77.2860664,79.19377945,80.07813843,82.27878136,83.95052608,84.43618461,86.24565594,79.77666416,80.32548788,78.55926275,78.81886485,82.42316853,83.18309312,79.2193885,82.09705714,81.66249405,82.70945668,83.07101428,81.70513956
4ACATT,IEFCH4,kg/head/yr,CY,67.44711663,67.94913125,68.32114356,67.98070252,68.37565517,68.6531016,66.75091805,67.72085982,68.79268637,69.54916826,69.44348554,70.26130031,69.8034612,70.00046602,69.07858493,68.90671282,68.98556475,69.18095855,68.83270004,69.04732569,68.94473124,68.71858855,68.10640225
4ACATT,IEFCH4,kg/head/yr,CZ,54.07836146,53.14884409,54.12710166,54.76536406,55.77997937,57.96397203,58.60205659,58.07744405,59.6446594,62.66430843,63.49889896,63.80323687,65.01588727,66.35653701,67.07377027,67.15908154,67.24063739,66.91733038,67.38763914,67.83311576,66.76885492,67.28113145,67.71642447
4ACATT,IEFCH4,kg/head/yr,DE,69.06912505,69.32418131,70.85679746,71.73736516,71.19883843,71.55858726,71.95979002,72.13126514,72.17089258,72.55334746,72.34567965,72.73166951,72.816217,73.35696768,73.65287828,73.9771779,73.75864363,74.03454209,73.96885602,74.22888715,74.62119932,75.38865514,75.36798235
4ACATT,IEFCH4,kg/head/yr,DK,62.29802866,62.60835017,62.2980372,62.34734724,63.11908555,63.35127381,62.64971281,62.94438702,63.01699655,63.08513403,62.95795244,62.28815696,64.86608909,66.37317142,66.81904151,69.7334661,71.28150801,71.5687248,72.86493106,74.3520095,74.00549683,73.72755041,74.322247
4ACATT,IEFCH4,kg/head/yr,EE,61.28467262,61.34753186,61.7086214,64.86042066,64.83003438,64.81665411,67.07260765,69.94181057,71.7954525,70.79886739,73.45845535,73.72815654,71.13868746,71.55470081,74.41865221,74.74239575,75.96975063,75.35901689,76.39115846,76.27353462,76.87502331,77.12602025,77.42510918
